SR NO,REGION,MACHINE,REF NO,ADDRESS,EXPIRY DATE,PERIOD 1,Payment Terms,MODEL,RATE,QTY,TYPE,STATUS
45,AHMEDABAD,NCM,044/0518,"The Branch Manager~
Central Bank of India~
Sahijpur Bogha Branch~
Near sahijpur Post Office~
Naroda Road~
Ahmedabad-380045~
Tel: 079-22821341~
",30/Apr/2018,1-5-2018 to 30-4-2019,Annually,Robomak Floor,4500,1,REN,
46,AHMEDABAD,NCM,045/0518,"The Branch Manager~
Central Bank of India~
Sahijpur Bogha Branch~
Near sahijpur Post Office~
Naroda Road~
Ahmedabad-380045~
Tel: 079-22821341~
",30/Apr/2018,1-5-2018 to 30-4-2019,Annually,Bradma Floor,5500,1,REN,
47,AHMEDABAD,NCM,046/0518,"The Branch Manager~
State Bank of India~
Bagathala Branch~
Bhaktinagar circle~
Near Morvi Bypass Road~
Morvi 363641~
",30/Apr/2018,1-5-2018 to 30-4-2019,Annually,Kores Floor,4500,1,REN,
48,AHMEDABAD,NCM,047/0518,"The Branch Manager
State Bank of India
Dhandhuka Branch
Station Road, 
Dhandhuka-382460.
Dist: Ahmedabad.
Tel: 02713-222321.


",30/Apr/2018,1-5-2018 to 30-4-2019,Annually,Robomak Floor,4500,2,REN,
49,AHMEDABAD,NCM,048/0518,"The Branch Manager~
UNION BANK OF INDIA~
Lokhand Bazar~
Post Box No. 17~ 
Bhavnagar~
Gujarat, Pin - 364 001`
(0278)-2517015,2423126~
",30/Apr/2018,1-5-2018 to 30-4-2019,Annually,Bradma Floor,5000,1,REN,
50,AHMEDABAD,NCM,049/0518,"The Branch Manager
Union Bank of India
Madhapar Branch
Near Gram Panchayat,
Nava Vas,
Madhapar-370020.
Dist: Kutch.
Tel: 02832-241781
",30/Apr/2018,1-5-2018 to 30-4-2019,Annually,Robomak Floor,5000,1,REN,
51,AHMEDABAD,NCM,050/0518,"The Branch Manager
Union Bank of India
Dhrangadhra Branch
Liyawala Bunglows,
Near Navyug Cinema,
Dhrangadhra.
Dist: Surendranagar.
",30/Apr/2018,1-5-2018 to 30-4-2019,Annually,Infres Desktop,5000,1,REN,
52,AHMEDABAD,NCM,051/0518,"The Branch Manager
State Bank of India
Ranjitpara Branch
Shreejikrupa,
Ashapura Chowk,
Bhanvad-360510.
Dist: Jamnagar
Tel: 02896-232456.
",30/Apr/2018,1-5-2018 to 30-4-2019,Annually,Robomak Desktop,4500,1,REN,
53,AHMEDABAD,CCM,052/0518,"The Branch Manager
State Bank of India
Dholera Branch
Dholera-382455.
Dist: Ahmedabad.
Mo: 7600042026.
",30/Apr/2018,1-5-2018 to 30-4-2019,Annually,Maxsell 50i,3500,1,REN,
54,AHMEDABAD,NCM,053/0518,"The Branch Manager 
Bank of Baroda
Savgadh Branch
Z Crown,
RTO to Mehtapura Road,,
Panpur Patiya, Savgadh-383001.
Ta: Himatnagar.
Dist: Sabarkantha.
",30/Apr/2018,1-5-2018 to 30-4-2019,Annually,Bradma Floor,2750,1,REN,
55,AHMEDABAD,CCM,054/0518,"The Branch Manager
State Bank of India
Ranjitpara Branch
Shreejikrupa,
Ashapura Chowk,
Bhanvad-360510.
Dist: Jamnagar
Tel: 02896-232456.
",30/Apr/2018,1-5-2018 to 30-4-2019,Half Yearly,Maxsell 50i,3000,1,REN,
56,AHMEDABAD,CCM,055/0518,"
The Branch Manager
State Bank of India
Bagathala Branch,
Bhaktinagar circle,
Near Morvi Bypass Road,
Morvi 363641
",30/Apr/2018,1-5-2018 to 30-4-2019,Annually,Maxsell 50i,1500,1,Ren N ,
57,AHMEDABAD,CCM,056/0518,"The Branch Manager 
State Bank of India
Panch Pipla Branch 
Panch Pipla � 360370
TA : Jetpur,
Dist : Rajkot
Tel No : (02823)282361.
",30/Apr/2018,1-5-2018 to 30-4-2019,Annually,Maxsell 50i,3500,1,Ren,
58,AHMEDABAD,CCM,057/0518,"The Branch Manager
State Bank of India
Thakkarbapanagr Branch
Nr. Bajarang Ashram,
Thakkarbapanagar,
Ahmedabad-382350.
Tel: 079-22733993
",30/Apr/2018,1-5-2018 to 30-4-2019,Half Yearly,Maxsell 50i,3500,1,Ren,
59,AHMEDABAD,CCM,058/0518,"The Branch Manager
State Bank of India
Udhyognagar Branch
Opp. Modha Vidhyalaya,
Narsang Tekri, Udhyognagar,
Porbandar-360577.
Tel: 0286-251515.
",30/Apr/2018,1-5-2018 to 30-4-2019,Half Yearly,Maxsell 50i,3500,2,Ren,
60,AHMEDABAD,NCM,059/0518,"
The Branch Manager
State Bank of India
Thakkarbapanagr Branch
Nr. Bajarang Ashram,
Thakkarbapanagar,
Ahmedabad-382350.
Tel: 079-22733993.
",30/Apr/2018,1-5-2018 to 30-4-2019,Half Yearly,Robomak Floor,4500,1,Ren,
61,AHMEDABAD,NCM,060/0518,"
The Branch Manager
State Bank of India
Varjang Jalia Branch
Varjang Jalia � 360490.
Ta: Upleta.
Dist: Rajkot.
Tel: 02826-282160.
",30/Apr/2018,1-5-2018 to 30-4-2019,Quarterly,Robomak Floor,4500,1,Ren,
62,AHMEDABAD,CCM,036/0518,"The Branch Manager
State Bank of India 
Sabarmati Branch
Kabir Chowk,
Sabarmati,
Ahmedabad-380005.
Tel: 079-27500683.
",30/Apr/2018,1-5-2018 to 30-4-2019,Quarterly,Maxsell 50i,3500,3,Ren,
63,BARODA,NCM,100/0518,"The Branch Manager,
State Bank of India
Harni Gam Branch,
Near IOC petrol pump
Baroda
",31/8/2017,1/9/2017 to 31/8/18,Annually Advance,Kental Floor,4000,1,Ren,
64,AHMEDABAD,NCM,061/0518,"The Branch Manager
State Bank of India
Amraiwadi Branch
Near Nagarvel Hanuman Mandir,
Rakhial,
Ahmedabad.
Tel: 079-22741787.",31/3/2018,1/4/2018 to 31/3/2019,Annually Advance,Maxsell 50i,3000,2,Ren,
65,BARODA,NCM,012/0518,"The Branch Manager,
State Bank of India
Somnath � I.E. Branch,
Dist. Valsad.
",31/3/2018,1/4/2018 to 31/3/2019,Annually Advance,Bradma Chihua,4500,1,Ren,
65,,,,,,,,Methodex Floor,4500,1,Ren,
65,,,,,,,,Robomak T.T,4000,2,Ren,
66,BARODA,NCM,013/0518,"The Branch Manager,
State Bank of India
Atladra Branch,
Baroda.
",31/3/2018,1/4/2018 to 31/3/2019,Annually Advance,Sinic NS100,4000,1,Ren,
67,BARODA,NCM,014/0518,"The Branch Manager,
State Bank of India
Gandevi Branch,
Dist. Navsari.
",31/3/2018,1/4/2018 to 31/3/2019,Annually Advance,Bradma CC3100,4000,1,Ren,
67,,,,,,,,Bradma Chihua,4500,1,Ren,
68,BARODA,NCM,015/0518,"The Branch Manager,
State Bank of India
Sadhli Branch,
Dist. Baroda.
",31/3/2018,1/4/2018 to 31/3/2019,Annually Advance,Bradma CC3100,4000,1,Ren,
69,BARODA,NCM,016/0518,"The Branch Manager,
State Bank Of India
Bardoli Main branch,
Dist. Surat.
",31/3/2018,1/4/2018 to 31/3/2019,Annually Advance,Kores Kashman II,4000,1,Ren,
69,,,,,,,,Kores Floor,4500,1,Ren,
69,,,,,,,,Robomak Floor,4500,2,Ren,
70,BARODA,NCM,017/0518,"The Branch Manager,
State Bank of India
Salad Branch,
Dist. Baroda.
",31/3/2018,1/4/2018 to 31/3/2019,Annually Advance,Bradma CC3100,4000,1,Ren,
71,BARODA,NCM,018/0518,"The Branch Manager,
State Bank of India
Moti Daman Branch,
U.T.
",31/3/2018,1/4/2018 to 31/3/2019,Annually Advance,Bradma CC3100,4000,1,Ren,
71,,,,,,,,Bradma Chihua,4500,1,Ren,
72,BARODA,NCM,019/0518,"The Branch Manager,
State Bank of India
Manjalpur Branch,
Baroda.
",31/3/2018,1/4/2018 to 31/3/2019,Annually Advance,Robomak Floor,4000,2,Ren,
73,BARODA,NCM,020/0518,"The Branch Manager,
State Bank of India
V.I.P. Road Branch,
Saptrishi Complex,
Borsad,
Anand Road Borsad,
Anand,
M-98980 24619
M-98980 24684 ",31/3/2018,1/4/2018 to 31/3/2019,Annually Advance,Kores Kashman II,4000,1,Ren,
73,,,,,,,,Robomak Floor,4500,1,Ren,
74,BARODA,NCM,021/0518,"The Branch Manager,
State Bank Of India
Angadi branch,
Post :Nepalpura
Ta:Thasra
Dist. Kheda
",31/3/2018,1/4/2018 to 31/3/2019,Annually Advance,Loose Counting,3057,1,Ren,
75,BARODA,NCM,024/0518,"The Branch Manager,
State Bank Of India
Harni Road branch,
Baroda.
",31/3/2018,1/4/2018 to 31/3/2019,Annually Advance,Robomak T.T,4000,4,Ren,
75,,,,,,,,Robomak Floor,4500,1,Ren,
76,BARODA,NCM,029/0518,"The Branch Manager,
State Bank of India
Chandod Branch,
Dist. Baroda.
",31/4/2018,1/5/2018 to 30/4/2019,Annually Advance,Robomak Floor,4500,1,Ren,
77,BARODA,NCM,030/0518,"The Manager
Memdabad Urban Co-op Bank Ltd. 
Head Office,
Memdabad.
",31/3/2018,1/4/2018 to 31/3/2019,Annually Advance,RCSC-05HD,4000,1,Ren,
78,BARODA,NCM,031/0518,"The Chief Manager,
State Bank Of India
Station Road Branch,
Valsad.
",31/3/2018,1/4/2018 to 31/3/2019,Annually Advance,Bradma CC3100,4000,2,Ren,
78,,,,,,,,Robomak T.T,4000,2,Ren,
78,,,,,,,,Robomak Floor,4500,1,Ren,
78,,,,,,,,Bradma Chihua,4500,1,Ren,
79,BARODA,CCM,032/0518,"The Branch Manager,
State Bank of India
Padra Branch,
Dist. Baroda.
",31/3/2018,1/4/2018 to 31/3/2019,Annually Advance,Maxsell 50i,3044,1,Ren,
80,BARODA,NCM,033/0518,"The Branch Manager,
State Bank of India
Iskon Temple Road Branch, Gotri,
Baroda.
",31/3/2018,1/4/2018 to 31/3/2019,Annually Advance,Sinic NS150,4500,1,Ren,
81,BARODA,NCM,034/0518,"The Branch Manager,
State Bank of India
Pratapnagar Branch,
Dist. Baroda.
",31/3/2018,1/4/2018 to 31/3/2019,Annually Advance,Robomak Floor,4500,1,Ren,
82,BARODA,NCM,035/0518,"The Branch Manager,
State Bank of India
Siswa Branch,
Tal. Borsad. Dist. Anand.
",31/3/2018,1/4/2018 to 31/3/2019,Annually Advance,Robomak T.T,4000,1,Ren,
83,BARODA,NCM,036/0518,"The Branch Manager,
State Bank of India
Tandalja Branch,
Baroda.
",31/3/2018,1/4/2018 to 31/3/2019,Annually Advance,Robomak T.T,4000,2,Ren,
84,BARODA,NCM,037/0518,"The Branch Manager,
State Bank of India
Vrundavan Char Rasta Branch,
Baroda.
",31/3/2018,1/4/2018 to 31/3/2019,Annually Advance,Robomak T.T,4000,2,Ren,
85,BARODA,CCM,098/0518,"The Branch Manager,
State Bank of India
Vrundavan Char Rasta Branch,
Baroda.
",31/3/2018,1/4/2018 to 31/3/2019,Annually Advance,Maxsell 50i,3044,1,Ren,
86,BARODA,NCM,038/0518,"The Branch Manager,
State Bank of India
Dediapada Branch,
Dist. Bharuch.
",31/3/2018,1/4/2018 to 31/3/2019,Annually Advance,Sinic NS100,4000,1,Ren,
87,BARODA,NCM,039/0518,"The Branch Manager,
State Bank Of India
Dungri branch,
Dist. Valsad.
",30/4/2018,1/5/2018 to 30/4/2019,Annually Advance,Godrej T.T,4000,1,Ren,
88,BARODA,NCM,040/0518,"The Chief Manager
State Bank Of India
Jambusar Branch,
Jambusar.
",30/4/2018,1/5/2018 to 30/4/2019,Annually Advance,Sinic NS100,4000,3,Ren,
88,,,,,,,,Bradma Chihua,4000,1,Ren,
89,BARODA,NCM,041/0518,"The Branch Manager,
State Bank of India
Limdi Branch,
Dahod
",30/4/2018,1/5/2018 to 30/4/2019,Annually Advance,Bradma CC3100,4000,1,Ren,
90,BARODA,NCM,042/0518,"The Branch Manager,
State Bank Of India
Kalol branch,
Dist. Panchmahal.
",31/3/2018,1/4/2018 to 31/3/2019,Annually Advance,Bradma CC3100,4000,1,Ren,
90,,,,,,,,Bradma Chihua,4500,1,Ren,
90,,,,,,,,Robomak Floor,4500,2,Ren,
91,BARODA,NCM,043/0518,"The Branch Manager,
State Bank of India
Vasna Road Branch,
Baroda.
",31/3/2018,1/4/2018 to 31/3/2019,Annually Advance,Robomak Floor,4500,1,Ren,
92,BARODA,NCM,044/0518,"The Branch Manager,
State Bank Of India
Cambay branch,
Dist. Anand.
",31/3/2018,1/4/2018 to 31/3/2019,Annually Advance,Robomak Floor,4386,1,Ren,
92,,,,,,,,Bradma Chihua,4386,1,Ren,
92,,,,,,,,Bradma NT2000,4386,1,Ren,
92,,,,,,,,Robomak Floor,4386,1,Ren,
93,BARODA,NCM,045/0518,"The Branch Manager,
State Bank of India
Parivar Char Rasta Branch,
Baroda.
",31/3/2018,1/4/2018 to 31/3/2019,Annually Advance,Robomak T.T,3898,2,Ren,
94,BARODA,NCM,046/0518,"The Branch Manager,
State Bank of India
Akshar Chowk Branch,
Baroda.
",31/3/2018,1/4/2018 to 31/3/2019,Annually Advance,Robomak T.T,3884,1,Ren,
94,,,,,,,,Methodex Floor,4400,1,Ren,
95,BARODA,NCM,047/0518,"The Branch Manager,
State Bank of India
Kaladarshan Char Rasta Branch,
Baroda.
",31/3/2018,1/4/2018 to 31/3/2019,Annually Advance,Robomak Floor,4385,1,Ren,
96,BARODA,NCM,048/0518," 
The Branch Manager,
State Bank of India
Nandesari Branch,
Dist. Baroda.
",31/3/2018,1/4/2018 to 31/3/2019,Annually Advance,Kores Kashman II,3830,1,Ren,
97,BARODA,NCM,049/0518,"The Branch Manager,
State Bank Of India
Hanuman Chawk - Dahod Branch,
Dahod.
",31/3/2018,1/4/2018 to 31/3/2019,Annually Advance,Robomak Floor,4386,1,Ren,
99,BARODA,NCM,008/0518,"The Chief Manager,
State Bank of India
Sp. Comm.� Vapi Branch,
Dist. Valsad.
",31/3/2018,1/4/2018 to 31/3/2019,Half Yearly,Methodex Floor,2250,1,Ren,
99,,,,,,,,Robomak Floor,2250,1,Ren,
100,BARODA,NCM,007/0518,"The Branch Manager
State Bank Of India
Nirmali Branch,
Ta: Kapdavanj
Dist: Kheda.
",31/3/2018,1/4/2018 to 31/3/2019,Annually Advance,Robomak Floor,4500,1,Ren,
101,AHMEDABAD,NCM,008/0518,"The Branch Manager
Bank of Baroda
Kalyanpura Branch
At & Post: Kalyanpura
Dist: Mehsana-382165.
Tel: 02764-271352.
",31/01/2017,1/02/2017 to 31/01/2018,Annually Advance,Bradma Floor,2750,1,Ren,
102,AHMEDABAD,NCM,015/0518,"The Branch Manager
State Bank of India
Amraiwadi Branch
Near Nagarvel Hanuman Mandir,
Rakhial,
Ahmedabad.
Tel: 079-22741787.",31/01/2018, 01/02/2018 to 31/01/2019,Annually Advance,Robomal Floor,4500,1,Ren,
103,AHMEDABAD,CCM,0516/0518,"The Branch Manager
Central Bank of India
Gujarat Law Sociert Area Branch
Ellisbridge,
Ahmedabad.
Tel: 079-26430536",5/31/2018,1/6/2018 to 31/5/2019,Annually Advance,Maxsell 50i,3000,1,New,
104,AHMEDABAD,CCM,019/0518,"The Branch Manager
Citizen Co Opp Bank Ltd
Morbi Branch
Kharakuva
Sardar Road
Morbi - 363642",4/30/2018,1/5/2018 to 30/4/2019,Annually Advance,Maxsell 50i,3500,1,Ren,
105,BARODA,NCM,022/0518,"The Branch Manager
State Bank Of India
Sucen Circle Branch
Bhagat Colony
Vadodara
",3/31/2018,1/4/2018 to 31/3/2019,Annually Advance,Sinic NS150,4500,1,Ren,
106,BARODA,NCM,028/0518,"The Branch Manager,
State Bank of India
Bansda Branch,
Dist. Dang.
Pin Code- 396 580",3/31/2018,1/4/2018 to 31/3/2019,Annually Advance,Jay Enn FT600,4500,1,Ren,
106,,,,,,,,Jay Enn DT150,4000,1,Ren,
107,BARODA,NCM,051/0518,"The Branch Manager,
State Bank of India
Tankari Branch,
Dist. Bharuch.
Ta - Jambusar",3/31/2018,1/4/2018 to 31/3/2019,Annually Advance,Sinic NS100,4000,1,Ren,
108,BARODA,NCM,052/0518,"The Branch Manager
State Bank of India
Air Force Station Branch,
Vadodara.
",3/31/2018,1/4/2018 to 31/3/2019,Annually Advance,Sinic NS100,4000,1,Ren,
109,BARODA,NCM,053/0518,"The Branch Manager,
State Bank of India
Gujarat Refinery Branch,
Po: Jawaharnagar,Dist. Baroda.
",3/31/2018,1/4/2018 to 31/3/2019,Annually Advance,Bradma CT3000,3884,1,Ren,
109,,,,,,,,Bradma Chihua,4400,1,Ren,
110,BARODA,NCM,055/0518,"The Branch Manager,
State Bank Of India
Halol Branch - 389 350
Dist. Panchmahals.
",3/31/2018,1/4/2018 to 31/3/2019,Annually Advance,Bradma Chihua,4500,1,Ren,
111,BARODA,NCM,056/0518,"The Branch Manager,
State Bank of India
Mahij Branch,
Above Dudh Utpadak Sahkari Mandli,Dist. Kheda.
",4/30/2018,1/5/2018 to 30/4/2019,Annually Advance,Robomak Floor,4500,1,Ren,
112,BARODA,NCM,057/0518,"The Branch Manager,
State Bank of India
Pratapnagar Branch,
Ta: Nandod
Dist. Bharuch Pin code-393140",3/31/2018,1/4/2018 to 31/3/2019,Annually Advance,Sinic NS100,3889,1,Ren,
113,BARODA,NCM,058/0518,"The Branch Manager,
State Bank Of India
Muval branch,
Dist. Baroda.
",4/30/2018,1/5/2018 to 30/4/2019,Annually Advance,Robomak T.T,4000,1,Ren,
113,,,,,,,,Robomal Floor,4284,1,Ren,
114,BARODA,NCM,059/0518,"The Branch Manager,
State Bank of India
Dahej Branch,
Dist. Bharuch.
",3/31/2018,1/4/2018 to 31/3/2019,Annually Advance,Kores Kashman,4000,3,Ren,
115,BARODA,NCM,060/0518,"The Branch Manager,
State Bank Of India
Kheda branch,
Kheda.
",3/31/2018,1/4/2018 to 31/3/2019,Annually Advance,Robomak T.T,4000,3,Ren,
115,,,,,,,,Bradma Chihua,4500,1,Ren,
116,BARODA,NCM,061/0518,"The Branch Manager,
State Bank of India
Ajwa Road Branch,
Baroda.
",3/31/2018,1/4/2018 to 31/3/2019,Annually Advance,Robomak T.T,4000,1,Ren,
116,,,,,,,,Robomak Floor,4500,1,Ren,
117,BARODA,NCM,062/0518,"The Branch Manager,
State Bank of India
Por Branch,
Dist. Baroda.
",3/31/2018,1/4/2018 to 31/3/2019,Annually Advance,Robomak T.T,4000,1,Ren,
118,BARODA,CCM,062/0518,"The Branch Manager,
State Bank of India
Por Branch,
Dist. Baroda.
",3/31/2018,1/4/2018 to 31/3/2019,Annually Advance,Maxsell 50i,3115,1,Ren,
119,BARODA,NCM,063/0518,"The Branch Manager,
State Bank of India
Panoli Branch,
Dist. Bharuch.
",3/31/2018,1/4/2018 to 31/3/2019,Annually Advance,Kores Kashman II,4000,1,Ren,
120,BARODA,NCM,064/0518,"The Branch Manager,
State Bank Of India
MukktiNagar Branch,
Bharuch.
",3/31/2018,1/4/2018 to 31/3/2019,Annually Advance,Kores Kashman II,4000,1,Ren,
120,,,,,,,,Jay Enn FT600,4000,1,Ren,
120,,,,,,,,Methodex T.T,4000,1,Ren,
121,BARODA,NCM,065/0518,"The Branch Manager,
State Bank of India
Pardi Branch,
Dist. Valsad.
",3/31/2018,1/4/2018 to 31/3/2019,Annually Advance,Bradma Chihua,4500,1,Ren,
121,,,,,,,,Robomak T.T,4000,2,Ren,
